"1";"RTFOE0504";"2010-03-30";"Circuito inserido na base de dados";"amgonzaga"
"2";"RTFOE0505";"2010-03-30";"Circuito inserido na base de dados";"amgonzaga"
"3";"RTFOE0505";"2010-03-30";"A distância kilométrica do circuito passou de 30 para 29.900.";"amgonzaga"
"4";"RTFOE0505";"2010-03-30";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"5";"RTFOE0504";"2010-03-30";"A distância kilométrica do circuito passou de 0 para 19.9.";"amgonzaga"
"6";"RTFOE0504";"2010-03-30";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"lmfigueiredo"
"7";"RTFOE0505";"2010-03-30";"A distância óptica passou de 0 para 32.779.";"amgonzaga"
"8";"RTFOE0506";"2010-03-30";"Circuito inserido na base de dados";"amgonzaga"
"9";"RTFOE0506";"2010-03-30";"A distância kilométrica do circuito passou de 0 para 66.600.";"amgonzaga"
"10";"RTFOE0506";"2010-03-30";"A distância óptica passou de 0 para 69.419.";"amgonzaga"
"11";"RTFOE0506";"2010-03-30";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"12";"RTFOE0507";"2010-03-30";"Circuito inserido na base de dados";"amgonzaga"
"13";"RTFOE0507";"2010-03-30";"A distância óptica passou de 0 para 70.986.";"amgonzaga"
"14";"RTFOE0507";"2010-03-30";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"15";"RTFOE0508";"2010-03-30";"Circuito inserido na base de dados";"amgonzaga"
"16";"RTFOE0508";"2010-03-30";"A distância óptica passou de 0 para 44.447.";"amgonzaga"
"17";"RTFOE0508";"2010-03-30";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"18";"RTFOE0502";"2010-03-30";"A data de entrega passou de 0000-00-00 para 2010-03-24.";"amgonzaga"
"19";"RTFOE0503";"2010-03-30";"A referência da encomenda do circuito passou de  para PRJ-5191.";"amgonzaga"
"20";"RTFOE0503";"2010-03-30";"A data de entrega passou de 2010-03-31 para 2010-04-01.";"amgonzaga"
"21";"RTFOE0504";"2010-03-31";"A distância óptica passou de 0 para 23.169.";"amgonzaga"
"22";"RTFOE0515";"2010-03-31";"A distância óptica passou de 0 para 97.099.";"amgonzaga"
"23";"RTFOE0512";"2010-03-31";"A terminação A passou de CampanhÆ para Campanhã.";"amgonzaga"
"24";"RTFOE0514";"2010-03-31";"A terminação B passou de Valen‡a Fronteira para Valença Fronteira.";"amgonzaga"
"25";"RTFOE0503";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"26";"RTFOE0503";"2010-03-31";"A data de ocupaçao passou de 2010-04-13 para .";"amgonzaga"
"27";"RTFOE0504";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"28";"RTFOE0505";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"29";"RTFOE0506";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"30";"RTFOE0507";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"31";"RTFOE0508";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"32";"RTFOE0509";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"33";"RTFOE0510";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"34";"RTFOE0511";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"35";"RTFOE0512";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"36";"RTFOE0513";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"37";"RTFOE0514";"2010-03-31";"A data de entrega passou de 0000-00-00 para 2010-03-31.";"amgonzaga"
"38";"RTFOE0503";"2010-03-31";"A distância óptica passou de 0 para 16.999.";"amgonzaga"
"39";"RTFOE0515";"2010-04-01";"A data de entrega passou de 0000-00-00 para 2010-04-01.";"amgonzaga"
"40";"RTFOE0516";"2010-04-01";"A data de entrega passou de 0000-00-00 para 2010-04-01.";"amgonzaga"
"41";"RTFOE0517";"2010-04-01";"A data de entrega passou de 0000-00-00 para 2010-04-01.";"amgonzaga"
"42";"RTFOE0518";"2010-04-01";"A data de entrega passou de 0000-00-00 para 2010-04-01.";"amgonzaga"
"43";"RTFOE0519";"2010-04-01";"A data de entrega passou de 0000-00-00 para 2010-04-01.";"amgonzaga"
"44";"RTFOE0520";"2010-04-01";"A data de entrega passou de 0000-00-00 para 2010-04-01.";"amgonzaga"
"45";"RTFOE0502";"2010-04-01";"A terminação A passou de Monte AbraÆo para Monte Abraão.";"amgonzaga"
"46";"RTFOE0503";"2010-04-01";"A terminação A passou de Campanha para Campanhã.";"amgonzaga"
"47";"RTFOE521";"2010-04-14";"Circuito inserido na base de dados";"amgonzaga"
"48";"RTFOE521";"2010-04-14";"A distância kilométrica do circuito passou de 0.552 para .";"amgonzaga"
"49";"RTFOE521";"2010-04-14";"A distância óptica passou de 0 para .552.";"amgonzaga"
"50";"RTFOE521";"2010-04-14";"A data de entrega passou de 0000-00-00 para 2010-04-14.";"amgonzaga"
"51";"RTFOE522";"2010-04-14";"Circuito inserido na base de dados";"amgonzaga"
"52";"RTFOE0521";"2010-04-30";"A terminação A passou de Zon Campanhã Lig. 1 para Zon Campanhã Lig. 3.";"amgonzaga"
"53";"RTFOE0522";"2010-04-30";"A terminação A passou de Zon Campanhã Lig. 2 para Zon Campanhã Lig. 4.";"amgonzaga"
"54";"RTFOE523";"2010-04-30";"Circuito inserido na base de dados";"amgonzaga"
"55";"RTFOE523";"2010-04-30";"A distância óptica passou de 0 para 50.600.";"amgonzaga"
"56";"RTFOE0524";"2010-05-03";"Circuito inserido na base de dados";"amgonzaga"
"57";"RTFOE0524";"2010-05-03";"A distância óptica passou de 0 para .";"amgonzaga"
"58";"RTFOE0524";"2010-05-03";"A data de entrega passou de 0000-00-00 para 2010-05-03.";"amgonzaga"
"59";"RTFOE0524";"2010-05-03";"O estado do circuito passou de I para E.";"amgonzaga"
"60";"RTFOE0524";"2010-05-03";"A distância óptica passou de 0 para 4.401.";"amgonzaga"
"61";"RTFOE0525";"2010-05-03";"Circuito inserido na base de dados";"amgonzaga"
"62";"RTFOE0525";"2010-05-03";"A terminação B passou de S.Martinho do Porto para Caldas da Rainha.";"amgonzaga"
"63";"RTFOE0526";"2010-05-03";"Circuito inserido na base de dados";"amgonzaga"
"64";"RTFOE0526";"2010-05-03";"A data de entrega passou de 0000-00-00 para 2010-04-30.";"amgonzaga"
"65";"RTFOE0525";"2010-05-03";"A distância kilométrica do circuito passou de 0 para 92.036.";"amgonzaga"
"66";"RTFOE0526";"2010-05-03";"A distância kilométrica do circuito passou de 0 para 12.069.";"amgonzaga"
"67";"RTFOE0525";"2010-05-03";"A distância óptica passou de 0 para 98.399.";"amgonzaga"
"68";"RTFOE0526";"2010-05-03";"A distância óptica passou de 0 para 12.600.";"amgonzaga"
"69";"RTFOE0300";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"70";"RTFOE0301";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"71";"RTFOE0302";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"72";"RTFOE0303";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"73";"RTFOE0304";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"74";"RTFOE0304";"2010-05-06";"O estado do circuito passou de I para A.";"Diogo"
"75";"RTFOE0305";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"76";"RTFOE0306";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"77";"RTFOE0307";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"78";"RTFOE0308";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"79";"RTFOE0309";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"80";"RTFOE0309";"2010-05-06";"O estado do circuito passou de I para A.";"Diogo"
"81";"RTFOE0310";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"82";"RTFOE0311";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"83";"RTFOE0312";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"84";"RTFOE0313";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"85";"RTFOE0312";"2010-05-06";"O estado do circuito passou de I para A.";"Diogo"
"86";"RTFOE0314";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"87";"RTFOE0315";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"88";"RTFOE0314";"2010-05-06";"O estado do circuito passou de I para A.";"Diogo"
"89";"RTFOE0316";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"90";"RTFOE0317";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"91";"RTFOE0318";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"92";"RTFOE0319";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
"93";"RTFOE0320";"2010-05-06";"Circuito inserido na base de dados";"Diogo"
